stimulus_presentation_id,start_time,stop_time,orientation,temporal_frequency,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
3905,1906.9161024006366,1908.9177924006367,90.0,4.0,4,0,1,2,0,0,1,0,0,36,0,2,0,0,0,0,40,39,0,0,28,9,0,8,40,6,3,48,27,4,17,6,43,6,3,0,37,41,3,9,88,1,49,0,1,0,0,3,21,0,1,5,10,0,1,4,0,0,1,5,3,0
31009,3200.997167748545,3202.998867748545,90.0,4.0,0,1,0,5,0,0,1,0,0,20,0,2,0,0,4,1,50,61,0,6,33,23,2,7,26,13,38,49,26,3,23,19,37,36,6,0,27,31,5,5,37,0,35,2,1,0,0,7,1,0,0,4,10,0,6,0,0,5,1,7,3,10
31043,3303.0824677485457,3305.084137748545,90.0,4.0,5,1,0,7,1,0,0,0,0,13,0,4,1,3,0,0,36,45,1,7,38,17,2,11,23,1,25,34,19,3,22,17,25,31,0,29,21,31,7,8,37,0,20,0,0,0,0,2,2,0,1,1,6,0,20,0,0,3,1,24,6,17
31074,3396.1602124006367,3398.161892400636,90.0,4.0,0,1,0,6,0,0,0,0,0,17,0,1,1,0,0,1,57,64,0,5,34,26,1,7,6,4,33,47,24,0,27,6,38,44,7,60,34,25,10,2,39,0,23,3,0,1,0,0,1,0,0,0,2,0,9,0,0,0,1,6,1,17
31126,3552.290642400636,3554.292312400636,90.0,4.0,0,0,1,6,0,0,0,0,0,24,0,4,0,1,0,0,58,72,0,10,27,33,1,8,8,12,37,46,30,2,24,15,38,37,8,1,35,31,7,7,81,0,42,3,0,0,0,0,1,0,1,0,1,0,25,0,0,0,0,8,0,24
31143,3603.3332677485455,3605.3349577485455,90.0,4.0,0,6,0,7,0,0,0,0,1,7,0,1,0,3,0,0,56,47,0,0,34,26,7,6,4,2,42,34,23,0,27,16,29,53,7,56,27,12,0,1,52,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21
31189,3741.4486477485457,3743.4503077485456,90.0,4.0,12,0,1,7,0,0,1,0,0,19,0,7,1,2,2,1,63,83,0,13,25,21,0,10,13,10,49,37,24,4,21,5,29,51,2,89,34,27,4,3,82,0,22,0,1,0,0,0,3,0,1,0,1,0,16,0,0,1,1,11,1,12
31191,3747.4536777485455,3749.4553877485455,90.0,4.0,0,0,0,10,0,0,0,0,0,31,0,5,0,0,1,0,61,79,0,13,33,18,2,5,12,12,18,45,29,0,21,14,35,37,1,93,32,29,4,4,60,0,35,1,0,0,0,0,2,0,0,1,2,0,20,0,0,1,0,14,2,30
49223,4768.306477748545,4770.308127748545,90.0,4.0,0,2,0,0,0,0,0,0,0,9,0,2,2,1,0,2,18,42,0,3,16,2,1,2,29,8,8,15,18,8,9,7,16,33,0,39,6,17,14,23,23,0,41,1,0,0,0,2,8,0,2,4,19,0,49,0,0,7,2,38,2,20
49300,4999.4996124006375,5001.501292400636,90.0,4.0,6,0,0,2,0,0,0,0,1,11,0,3,1,3,1,1,16,31,1,3,19,4,0,3,16,2,5,13,23,9,4,3,24,39,0,19,14,12,3,13,3,0,42,1,0,0,0,3,8,0,1,0,19,0,23,1,0,2,0,17,1,2
49364,5191.660132400636,5193.661812400636,90.0,4.0,2,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,31,59,0,7,23,6,1,3,43,5,13,32,21,8,6,21,26,49,3,40,20,22,0,10,20,0,38,5,1,0,0,1,7,3,1,1,16,2,57,1,0,4,14,60,4,4
49432,5395.830692400637,5397.832372400636,90.0,4.0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,25,40,0,5,15,9,3,1,31,9,15,22,23,8,10,13,22,44,0,25,6,17,12,12,14,0,23,0,0,0,1,1,9,0,1,4,25,0,34,0,1,10,8,26,1,16
3803,1600.6602824006366,1602.6619424006367,90.0,8.0,5,0,1,11,0,0,1,0,0,5,0,2,7,0,1,1,36,54,2,6,17,5,0,6,107,8,11,79,58,30,7,7,42,3,15,0,24,38,0,35,25,0,38,0,0,0,0,45,33,0,0,14,76,0,2,11,0,2,3,30,14,1
3906,1909.9186077485456,1911.9202877485452,90.0,8.0,3,0,3,4,0,0,1,0,0,27,0,0,3,1,0,1,39,29,0,1,32,6,0,8,98,7,6,53,42,30,1,23,46,2,11,0,36,44,2,35,11,0,53,5,0,0,0,10,29,0,0,5,62,0,2,5,0,1,2,17,10,0
3912,1927.9336577485456,1929.9353377485452,90.0,8.0,7,0,2,0,0,0,0,0,0,18,0,1,1,1,0,0,39,39,0,0,23,10,0,3,38,2,22,45,28,10,12,32,38,4,35,1,32,28,1,9,34,0,39,1,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,18,11,0
31095,3459.212877748545,3461.2145777485457,90.0,8.0,0,3,0,6,0,0,0,0,0,5,0,3,0,0,1,1,52,45,0,2,36,31,5,7,9,0,17,28,18,0,29,15,18,51,8,0,21,14,1,1,33,0,7,3,0,0,0,1,1,0,0,0,2,0,1,0,2,1,0,0,0,20
31096,3462.215402400637,3464.217072400636,90.0,8.0,0,3,0,3,0,0,0,0,0,12,0,1,1,2,0,0,40,22,0,2,32,23,4,9,5,0,13,32,15,1,23,19,19,49,6,13,15,11,0,1,46,0,4,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,3,18
31118,3528.270582400636,3530.272242400636,90.0,8.0,0,1,0,16,0,0,0,2,0,17,0,8,0,1,0,0,63,74,0,11,32,24,1,7,9,5,33,39,21,0,23,13,31,30,9,1,39,29,6,3,32,0,43,2,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,11,5,7
31133,3573.3082077485456,3575.309887748545,90.0,8.0,0,0,0,13,0,0,0,0,0,17,0,1,0,1,2,0,73,54,0,2,37,20,1,8,11,5,13,46,25,3,22,22,37,50,6,0,30,24,2,2,42,0,34,1,0,0,0,2,1,0,0,0,2,0,5,0,0,1,1,2,2,24
31140,3594.325752400636,3596.327432400636,90.0,8.0,0,6,0,1,0,0,1,0,0,15,0,2,2,2,1,0,44,44,1,0,32,25,1,6,10,2,9,38,22,6,28,16,25,48,7,31,18,17,3,3,39,0,14,0,1,0,0,2,0,1,0,0,7,0,8,0,0,2,3,11,2,24
31173,3693.4085077485456,3695.4102177485456,90.0,8.0,0,3,1,11,0,0,2,0,0,19,0,4,1,1,0,1,58,69,0,5,35,14,1,8,14,7,21,42,18,0,25,18,35,52,10,32,33,23,1,2,44,0,37,5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,18
31182,3720.431102400636,3722.432772400636,90.0,8.0,0,11,6,1,0,0,0,0,0,3,0,2,1,0,0,0,29,40,0,6,22,8,1,3,15,6,17,18,18,2,14,7,15,34,0,23,7,16,21,20,17,0,29,1,0,0,0,1,4,0,3,3,7,0,4,0,0,5,0,6,1,8
49256,4867.389252400636,4869.390932400636,90.0,8.0,0,0,2,4,0,0,3,0,4,2,0,0,0,9,0,1,52,78,0,1,29,19,4,12,22,4,28,32,18,0,8,18,31,40,4,16,15,15,10,2,28,0,22,10,7,1,0,0,0,0,0,1,3,0,14,0,0,1,0,16,1,19
49279,4936.446917748545,4938.4485677485445,90.0,8.0,1,0,0,1,0,1,0,0,1,3,1,5,0,1,0,0,27,49,0,5,18,5,1,5,14,3,9,15,18,8,4,12,19,45,2,17,10,13,12,12,0,1,41,7,3,0,0,0,10,0,1,1,11,0,20,1,0,5,1,17,3,10
49318,5053.544762400637,5055.546432400636,90.0,8.0,3,0,1,1,1,0,3,0,1,8,1,2,7,3,1,3,22,53,0,7,19,4,1,8,34,6,5,24,18,8,7,7,24,42,2,9,11,11,3,17,1,0,44,4,1,3,0,3,5,0,0,2,31,0,23,0,1,5,0,33,9,6
49346,5137.614982400636,5139.616652400636,90.0,8.0,9,0,6,1,2,2,0,0,0,12,1,7,9,1,1,1,11,45,1,11,9,4,1,2,28,9,5,27,29,12,5,7,36,23,0,13,12,14,3,19,1,2,77,15,1,2,0,5,12,0,0,6,23,0,52,1,0,8,2,26,11,5
49419,5356.798057748546,5358.799757748546,90.0,8.0,0,3,0,2,0,0,1,0,0,3,0,2,1,0,0,0,29,40,0,1,28,12,1,9,20,3,7,23,18,2,10,14,20,42,2,29,18,12,13,8,24,0,25,4,0,0,0,0,5,0,1,1,3,0,14,0,0,4,0,16,2,24
3856,1759.7932277485456,1761.7948577485456,90.0,15.0,0,1,2,3,0,0,2,0,1,20,0,1,4,0,1,2,46,34,0,2,18,13,0,2,28,2,20,43,41,16,20,23,31,15,16,0,10,16,0,8,24,0,23,6,0,0,0,3,0,0,0,0,23,0,0,0,0,1,0,1,1,0
3869,1798.8258024006366,1800.8274824006367,90.0,15.0,0,1,2,18,0,0,1,0,4,15,0,0,3,1,1,3,52,51,0,2,28,8,0,7,52,4,1,38,49,18,16,25,49,1,16,0,13,23,1,11,16,0,32,6,0,1,0,13,0,2,0,0,16,0,0,0,0,0,0,0,0,0
3898,1885.8985677485452,1887.9002277485456,90.0,15.0,0,0,4,6,0,0,0,0,0,5,0,1,0,0,0,2,52,46,0,1,30,15,0,6,10,0,32,39,24,5,25,15,29,13,18,0,10,11,0,2,21,0,18,5,0,0,0,0,1,1,0,0,5,0,0,0,0,1,0,0,0,0
3904,1903.9135877485453,1905.9152877485456,90.0,15.0,0,0,1,3,0,0,1,0,3,17,0,1,0,4,0,0,51,45,0,0,21,18,0,5,17,6,26,38,21,10,22,13,35,5,16,1,14,21,0,5,38,0,18,10,0,1,0,0,0,1,0,1,8,0,0,0,0,1,0,0,0,0
3913,1930.9361724006367,1932.9378524006365,90.0,15.0,0,0,8,4,0,0,0,0,0,24,0,0,0,5,0,1,40,11,0,1,20,13,1,3,62,3,3,62,37,35,20,37,37,2,11,0,5,38,0,22,8,0,48,9,0,0,0,11,3,1,0,0,37,0,0,0,0,0,0,0,0,1
3935,1996.9913624006365,1998.9930224006366,90.0,15.0,0,0,5,6,0,0,1,0,1,16,0,0,2,3,0,1,40,19,1,1,26,6,0,3,46,2,2,37,31,16,21,31,30,10,20,0,9,22,0,5,8,0,30,14,0,0,0,0,0,0,0,0,18,0,0,0,0,4,0,0,1,0
3943,2021.0114224006365,2023.0130924006367,90.0,15.0,0,0,4,9,0,0,3,0,3,5,0,1,2,3,0,0,54,28,0,1,30,7,0,2,42,3,5,49,27,7,20,24,37,3,21,0,10,15,1,7,28,0,32,8,1,1,0,3,1,0,0,0,14,0,0,0,0,3,0,0,0,0
3959,2069.051572400637,2071.0532324006367,90.0,15.0,0,2,5,7,0,0,0,0,0,14,0,0,2,1,0,0,53,37,0,1,24,18,0,6,18,3,29,31,28,5,19,12,23,13,19,0,15,11,1,5,37,0,19,10,0,0,0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,1
31198,3768.4712324006373,3770.472912400636,90.0,15.0,0,1,3,7,0,0,0,0,1,15,0,3,1,0,0,0,80,41,1,3,25,26,4,6,13,6,14,33,11,0,23,15,25,43,5,18,4,8,1,1,23,0,14,11,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,26
49216,4747.288912400636,4749.290592400636,90.0,15.0,0,0,0,0,0,0,2,0,0,10,0,3,1,0,0,1,67,52,0,0,37,29,6,16,8,1,27,27,10,0,20,13,13,36,3,11,10,8,0,0,54,0,9,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,31
49232,4795.329052400636,4797.330722400636,90.0,15.0,1,0,1,4,0,0,2,0,0,12,4,5,0,1,0,5,30,34,5,3,12,7,0,0,47,4,4,14,11,6,4,22,16,38,0,18,9,11,5,13,1,1,24,1,2,1,0,4,9,1,1,4,21,0,51,1,0,1,5,46,12,5
49283,4948.456927748545,4950.4586477485445,90.0,15.0,1,0,0,3,0,0,1,0,0,6,0,2,0,3,0,1,16,32,0,4,16,7,0,4,26,5,6,12,12,6,8,13,12,34,0,19,6,7,3,11,0,0,21,4,1,0,0,1,4,0,1,2,9,0,44,1,0,1,2,24,7,10
49335,5104.5873577485445,5106.5890477485445,90.0,15.0,0,1,2,11,1,0,1,0,0,4,0,3,1,0,0,2,21,46,1,12,15,7,0,4,43,8,2,27,21,13,3,18,21,44,1,10,5,8,3,23,2,3,42,5,3,0,0,2,13,2,0,6,26,2,65,3,0,6,6,57,3,7
49380,5239.700272400636,5241.701932400636,90.0,15.0,5,0,0,3,0,0,0,0,0,5,2,3,8,3,0,1,27,52,1,14,15,3,1,2,24,2,1,32,20,10,9,11,21,37,1,6,9,8,4,14,3,3,51,7,4,3,0,5,10,4,0,3,36,0,39,0,1,14,3,20,4,3
49420,5359.800602400636,5361.802272400636,90.0,15.0,0,2,0,3,0,0,0,0,0,4,0,1,3,1,0,0,36,41,0,2,23,13,4,5,33,2,5,21,18,6,4,14,11,40,3,25,6,11,5,12,21,0,11,3,0,0,0,1,2,0,2,5,9,0,24,0,0,6,1,14,3,13
3810,1621.6778377485455,1623.6795277485455,135.0,1.0,3,0,0,31,2,0,0,3,2,14,29,1,20,5,0,0,0,40,5,3,37,10,0,26,35,24,0,22,51,46,20,32,5,2,22,0,14,33,32,28,32,4,48,2,0,2,0,0,41,25,7,45,33,0,3,3,0,1,1,13,11,2
3825,1666.7154424006367,1668.7171224006365,135.0,1.0,0,0,1,31,6,0,2,0,0,12,14,0,20,9,0,2,0,46,6,0,45,13,0,11,20,13,1,16,28,20,13,31,7,5,26,0,16,22,20,16,52,5,33,0,1,1,0,24,30,29,3,16,10,0,0,5,0,1,0,19,8,1
3833,1690.7355124006367,1692.7371924006366,135.0,1.0,0,0,0,31,0,0,1,0,0,2,15,0,29,20,0,1,0,59,4,7,56,16,0,14,11,18,3,18,30,12,20,32,10,0,14,0,26,18,11,7,42,24,33,2,1,2,0,0,11,21,0,14,12,0,2,1,0,0,1,17,9,0
3864,1783.8132477485456,1785.8149477485456,135.0,1.0,0,0,0,30,2,0,0,0,2,0,28,1,24,23,0,1,0,60,24,0,48,19,0,11,10,11,1,19,35,15,22,35,8,9,23,0,18,23,4,5,38,7,33,2,0,3,0,2,27,37,0,8,9,0,0,0,0,0,1,16,1,0
3878,1825.8483877485453,1827.8500677485456,135.0,1.0,0,0,0,33,3,0,1,1,1,0,14,1,17,32,0,0,0,69,2,2,51,10,0,5,4,18,3,19,39,15,13,37,11,7,17,0,12,19,13,8,69,15,25,0,0,1,0,2,30,20,0,8,8,0,1,2,0,0,4,21,11,1
3881,1834.8559024006365,1836.8575824006366,135.0,1.0,0,1,0,35,1,0,1,0,0,0,12,2,18,36,4,0,1,54,13,0,44,21,0,9,12,11,4,22,31,12,22,27,15,8,12,0,11,23,5,6,39,4,41,0,0,2,0,8,21,32,0,8,7,0,0,2,0,2,0,13,7,0
3974,2114.0891677485456,2116.0908677485454,135.0,1.0,0,1,2,28,1,0,0,0,1,9,12,0,19,15,0,0,0,50,19,0,44,16,1,7,16,10,1,18,34,15,23,39,10,3,15,0,16,24,0,13,24,1,26,1,0,2,0,9,15,21,1,11,24,0,0,1,0,0,0,12,7,0
3987,2153.1217824006358,2155.1234724006367,135.0,1.0,0,2,0,31,0,0,0,0,0,1,2,1,8,10,0,0,0,37,4,0,41,18,1,9,9,2,3,15,17,0,17,21,2,8,15,0,16,16,8,7,36,0,17,0,0,3,0,2,0,14,1,0,5,0,0,0,0,2,2,5,8,0
3988,2156.1242977485454,2158.1259977485456,135.0,1.0,4,5,0,22,0,0,0,0,0,6,1,1,7,5,0,0,0,22,4,0,34,14,1,5,13,1,11,13,18,5,19,23,3,6,7,0,10,14,4,0,40,0,15,0,0,2,0,1,0,11,0,0,2,0,0,0,0,1,1,9,2,0
31077,3405.167727748545,3407.1694177485456,135.0,1.0,0,0,0,50,0,0,1,0,0,4,21,7,15,40,1,1,0,58,8,2,46,18,1,11,14,15,4,22,35,12,19,43,12,40,3,0,16,27,20,9,37,2,41,2,0,0,0,5,6,30,0,0,12,0,51,0,0,1,2,29,8,18
31102,3480.230442400636,3482.232112400636,135.0,1.0,0,7,1,37,1,0,0,0,0,13,4,4,10,22,0,1,0,35,3,1,42,16,6,9,4,1,16,15,17,2,18,17,3,46,6,0,9,6,9,4,59,1,14,1,0,1,0,0,3,11,2,0,0,0,6,0,0,0,0,0,0,14
31145,3609.338297748545,3611.3399677485454,135.0,1.0,0,5,2,31,0,1,1,0,6,3,1,7,7,34,3,2,7,49,3,4,38,18,10,12,20,2,3,11,20,4,8,17,8,47,2,49,8,13,9,13,21,0,43,0,0,2,0,1,4,13,1,1,8,0,14,0,0,7,0,3,1,14
49297,4990.492077748546,4992.493757748545,135.0,1.0,5,0,0,35,0,0,1,0,0,3,3,7,3,10,0,0,2,52,0,2,34,15,1,10,8,5,5,6,9,10,4,11,5,37,2,27,4,10,13,12,0,4,42,0,1,5,0,0,12,20,1,3,15,0,52,0,0,2,0,25,1,6
49311,5032.5271977485445,5034.528867748546,135.0,1.0,6,1,0,40,0,0,0,0,0,1,1,8,1,13,0,3,0,48,6,2,39,18,2,7,6,7,4,6,13,8,7,21,3,50,5,33,14,10,16,3,5,7,49,1,0,5,0,0,6,25,0,0,4,0,32,0,0,0,2,31,2,3
49378,5233.695252400637,5235.696922400636,135.0,1.0,3,0,0,28,0,0,0,0,0,7,4,8,10,12,1,2,2,53,2,4,29,9,4,1,10,11,2,7,21,16,8,20,7,50,0,23,19,19,10,22,4,0,52,2,2,1,0,1,14,24,0,5,24,0,75,0,2,3,3,43,3,7
3800,1591.6527277485454,1593.6544177485455,135.0,2.0,16,0,0,31,7,1,0,0,4,2,13,2,37,29,0,0,1,90,14,2,55,20,0,9,45,10,1,25,27,24,27,14,15,1,11,0,34,29,2,20,36,0,59,2,0,1,0,1,40,62,1,28,22,1,2,12,0,0,2,16,9,1
3842,1717.7580877485454,1719.7597677485455,135.0,2.0,0,0,0,47,3,0,1,0,0,2,15,1,22,24,2,1,0,68,3,1,44,10,0,4,9,1,1,18,23,3,15,13,10,12,7,0,17,10,9,5,43,1,31,0,0,0,0,3,14,28,0,0,5,0,0,1,1,4,0,3,3,1
3917,1942.9462024006366,1944.9478724006367,135.0,2.0,6,0,0,32,0,0,3,0,2,11,15,0,16,23,1,0,0,60,7,2,49,17,0,9,7,11,6,19,22,5,16,23,9,5,11,0,23,15,24,6,66,4,39,0,1,1,0,3,29,36,0,9,8,0,3,2,0,0,0,13,14,3
3953,2051.036502400636,2053.038172400636,135.0,2.0,6,0,1,33,0,0,1,0,2,4,6,1,12,15,0,0,0,48,17,0,46,20,0,4,5,10,1,18,26,5,23,28,8,6,18,1,24,21,9,8,34,2,47,3,1,1,0,1,10,23,1,3,7,0,1,1,0,0,0,11,3,1
3973,2111.086682400636,2113.088342400636,135.0,2.0,5,0,0,35,0,0,0,0,0,4,9,0,25,44,0,0,0,49,14,0,52,23,0,6,6,6,3,21,27,5,18,25,8,9,9,1,19,18,10,5,51,1,39,1,0,2,0,3,11,33,1,4,9,0,4,0,0,0,2,5,4,1
3992,2168.1343277485457,2170.1359977485454,135.0,2.0,0,1,0,25,0,0,1,0,1,0,5,1,26,38,0,0,3,67,14,1,55,31,0,10,22,9,2,28,23,5,18,25,10,4,6,0,15,25,7,12,23,2,61,0,0,4,0,7,19,40,1,9,15,0,11,2,1,2,5,20,20,5
31010,3203.999682400636,3206.0013524006367,135.0,2.0,2,1,0,39,1,1,0,0,0,12,10,2,19,34,0,0,0,54,13,2,55,18,4,9,6,7,6,30,23,2,26,23,8,42,2,1,19,11,13,0,35,0,44,1,1,1,0,0,2,29,0,2,0,0,23,0,0,0,0,5,3,24
31012,3210.004702400636,3212.006372400637,135.0,2.0,0,0,0,33,1,0,1,0,0,4,22,4,15,37,0,1,0,55,17,2,50,18,3,9,5,11,4,26,23,3,20,27,9,39,1,1,24,16,7,2,49,0,47,0,0,1,0,2,3,25,0,7,2,3,0,0,0,1,0,3,2,13
31027,3255.0423277485456,3257.0440177485457,135.0,2.0,0,5,0,39,3,0,0,0,1,9,9,1,10,16,1,2,0,50,11,10,43,10,9,9,6,1,14,14,8,2,23,12,2,42,3,33,1,4,9,4,20,0,20,0,0,1,0,2,4,14,0,0,1,0,7,0,0,0,0,0,1,10
31033,3273.057387748545,3275.059037748545,135.0,2.0,3,4,0,36,1,0,0,0,1,14,11,3,9,16,0,0,0,44,12,5,44,32,4,9,9,3,12,25,14,1,23,17,12,28,8,0,20,14,3,2,52,1,28,1,0,1,0,0,1,32,0,0,2,0,18,0,0,0,3,15,0,10
31068,3378.145172400636,3380.146832400636,135.0,2.0,0,1,0,44,1,0,2,0,0,1,15,13,25,56,0,3,0,90,22,6,55,25,1,12,9,12,5,25,18,4,22,14,16,26,2,65,23,14,28,2,62,0,58,2,0,1,0,3,3,35,0,0,7,0,25,0,0,1,0,6,4,16
31112,3510.255522400636,3512.2572024006367,135.0,2.0,0,6,2,35,1,0,0,0,0,8,1,14,7,14,0,1,2,32,4,6,22,11,8,7,16,1,6,4,13,3,6,12,8,31,0,34,6,10,25,15,14,1,43,3,0,0,0,4,3,11,0,0,6,0,15,0,0,4,0,4,3,4
31166,3672.390972400636,3674.392642400636,135.0,2.0,7,0,0,39,1,0,1,0,1,4,7,4,24,45,3,1,1,71,8,10,51,19,1,7,3,9,4,23,21,5,18,23,14,41,1,56,31,17,17,5,54,1,52,0,2,2,0,1,3,35,0,0,3,0,27,0,0,2,3,19,3,34
49213,4738.281387748545,4740.283047748546,135.0,2.0,1,1,0,36,1,0,0,0,0,7,1,12,6,18,0,0,0,46,6,4,37,12,7,11,6,2,5,11,12,1,14,13,5,43,0,45,13,9,12,6,13,0,33,1,0,1,0,1,3,17,0,0,3,0,20,0,1,1,0,8,0,5
49355,5164.637567748546,5166.639207748545,135.0,2.0,9,2,3,32,0,2,1,0,0,5,3,8,12,13,0,3,1,40,2,4,36,13,1,3,11,14,2,4,10,13,7,15,2,53,1,17,6,9,0,16,0,0,60,2,0,1,0,3,6,19,0,4,26,0,40,0,0,7,5,28,1,4
3804,1603.6627977485455,1605.6644677485456,135.0,4.0,11,0,0,32,5,0,1,0,0,1,16,1,34,21,0,0,0,63,60,4,56,34,0,6,44,5,3,23,34,16,29,19,10,1,5,0,23,34,8,15,30,4,101,7,0,4,0,11,39,60,2,14,29,0,0,9,0,2,11,34,14,1
3805,1606.6652824006367,1608.6669624006365,135.0,4.0,10,1,0,30,6,0,1,0,0,3,19,6,30,15,1,1,0,58,68,1,54,64,1,6,89,8,1,21,23,15,32,40,7,2,0,0,18,45,6,10,9,0,105,4,1,6,0,29,47,56,0,18,61,0,2,18,0,2,3,53,26,1
3970,2102.0791577485456,2104.0808277485453,135.0,4.0,1,0,0,40,0,0,2,0,1,2,0,1,26,55,1,0,0,53,12,1,51,24,0,9,9,7,23,24,13,0,31,7,9,19,5,0,18,9,10,3,27,1,54,5,1,3,0,4,8,35,0,0,4,0,0,0,0,3,0,2,1,2
31017,3225.017257748545,3227.018897748545,135.0,4.0,0,4,0,43,2,0,0,0,0,2,0,11,25,44,0,3,1,66,23,5,48,29,4,8,1,5,21,26,7,2,28,8,7,46,4,33,21,7,6,1,36,0,34,3,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,2,0,24
31116,3522.265562400636,3524.267232400636,135.0,4.0,6,0,0,45,0,0,3,0,1,1,3,12,19,49,2,2,0,79,23,18,60,27,2,4,3,10,21,24,17,0,20,14,12,41,0,38,32,16,26,2,64,0,64,1,0,0,0,1,4,45,0,0,6,0,11,0,0,1,0,6,2,13
31185,3729.4386477485455,3731.4402877485454,135.0,4.0,1,2,1,40,1,0,0,0,0,1,1,13,12,27,1,0,0,54,7,6,47,25,4,7,16,9,18,15,20,6,21,18,12,50,0,60,9,14,10,6,19,0,44,2,0,2,0,0,5,25,0,0,10,0,30,0,0,0,1,28,5,16
49209,4726.2713577485465,4728.273017748546,135.0,4.0,0,0,0,28,1,0,0,0,0,4,0,7,4,23,0,3,0,45,4,6,35,14,8,5,5,3,9,4,7,7,9,10,1,42,0,45,5,5,8,9,21,0,31,0,0,0,0,0,6,15,0,2,3,0,8,0,0,1,0,17,2,16
49215,4744.286387748545,4746.288077748545,135.0,4.0,2,1,0,37,1,0,3,0,0,3,0,10,21,20,2,2,1,80,18,1,52,36,0,6,26,3,3,20,19,5,18,30,12,35,0,51,19,18,13,8,48,0,62,6,4,1,0,0,5,43,1,0,7,0,51,1,0,0,4,41,1,43
49249,4846.371677748545,4848.373337748546,135.0,4.0,8,1,2,19,1,2,2,0,0,11,2,12,10,12,0,3,1,53,4,12,35,15,0,2,18,14,3,6,20,16,7,13,5,42,1,27,10,12,5,18,1,1,73,10,2,3,0,1,11,26,1,8,32,0,93,0,0,3,1,49,0,4
49338,5113.594922400636,5115.596592400636,135.0,4.0,0,0,0,35,0,0,0,0,0,0,0,11,5,21,0,3,1,63,2,8,31,7,4,1,4,2,3,3,14,10,3,4,3,43,1,32,10,8,14,11,2,0,68,5,1,0,0,2,7,19,0,2,9,0,19,0,0,3,0,23,0,8
49345,5134.612467748546,5136.614127748546,135.0,4.0,8,1,0,19,2,2,0,0,0,14,7,15,11,7,0,3,0,40,3,13,28,11,7,6,9,12,2,5,17,15,13,16,13,44,1,21,9,11,1,17,0,2,82,7,0,2,0,2,16,30,0,2,32,0,58,0,0,10,2,32,4,2
49370,5209.675192400636,5211.6768524006375,135.0,4.0,5,3,2,24,0,0,0,1,1,3,3,13,11,21,1,2,1,56,4,2,35,20,5,6,16,11,1,9,12,18,16,14,5,41,0,21,2,17,9,14,0,3,72,11,0,6,0,2,11,28,2,10,33,0,63,1,0,6,2,50,5,2
49372,5215.680202400637,5217.681882400636,135.0,4.0,0,1,1,23,0,0,1,0,0,5,0,16,4,18,1,0,2,53,14,0,46,29,1,2,21,3,1,17,13,3,11,22,14,27,2,32,13,13,4,4,8,0,42,5,2,4,0,0,2,45,0,0,10,0,55,0,0,0,6,33,1,16
49377,5230.6927277485465,5232.694387748546,135.0,4.0,0,1,0,25,1,0,0,0,0,4,1,12,9,20,0,1,0,44,7,4,37,10,5,4,7,3,4,5,16,6,10,8,1,43,1,23,8,9,6,11,11,0,50,6,1,1,0,0,7,14,0,0,4,0,8,0,0,1,1,13,1,8
49409,5326.7729777485465,5328.774647748545,135.0,4.0,3,0,1,30,0,0,0,0,0,3,1,11,4,20,0,0,0,62,13,2,39,15,1,1,8,0,7,13,12,5,11,9,5,43,5,50,20,13,8,8,6,0,65,7,1,1,0,1,4,30,0,1,4,0,24,0,0,0,3,21,3,6
3817,1642.6953724006366,1644.6970524006365,135.0,8.0,0,0,0,36,1,0,1,0,0,0,3,2,28,42,0,0,0,46,42,1,53,20,0,1,19,2,7,29,21,3,35,14,9,10,3,0,38,20,1,1,40,0,72,6,0,1,0,0,8,34,0,2,5,0,0,1,0,0,0,3,1,0
3837,1702.7455424006366,1704.7472324006367,135.0,8.0,0,1,1,42,0,0,3,0,0,0,1,0,30,34,0,0,2,53,70,1,43,34,1,4,27,2,8,27,15,2,36,16,4,15,7,0,20,19,0,5,29,0,68,12,0,3,0,2,8,45,0,2,23,0,0,4,0,0,0,12,2,0
3849,1738.7756424006366,1740.7773124006367,135.0,8.0,0,3,5,37,0,0,2,0,14,6,6,4,32,30,0,0,0,40,50,1,53,26,1,5,12,2,7,15,29,5,29,17,7,17,13,0,35,21,0,4,36,0,63,12,0,4,0,5,4,31,0,3,9,0,1,1,0,0,0,2,2,0
3859,1768.8007324006367,1770.8023924006366,135.0,8.0,0,0,0,35,3,0,1,0,2,1,16,0,20,30,0,0,1,47,89,2,59,37,0,2,58,15,3,20,35,8,31,24,7,1,13,0,20,30,2,7,29,0,62,22,0,0,0,2,12,46,0,3,26,0,0,4,0,0,1,40,16,0
