stimulus_presentation_id,start_time,stop_time,orientation,temporal_frequency,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
3911,1924.9311524006366,1926.9328324006367,135.0,8.0,12,0,0,48,0,0,0,0,3,0,0,1,24,57,0,0,0,66,32,3,58,20,0,1,16,1,3,23,17,7,33,15,11,15,12,0,34,14,3,6,40,1,56,4,0,4,0,0,5,34,0,1,3,0,0,1,0,0,1,7,2,0
31031,3267.0523177485456,3269.054037748545,135.0,8.0,0,1,1,42,1,0,0,0,4,2,2,11,17,35,0,2,2,52,24,6,41,20,10,7,2,2,21,18,14,2,29,8,4,44,5,1,12,7,5,4,31,0,41,2,0,2,0,1,3,16,0,0,1,0,1,0,0,1,0,4,0,9
31080,3414.1752624006367,3416.176932400637,135.0,8.0,0,0,0,35,0,0,2,0,0,2,8,12,18,56,0,2,1,88,63,2,58,31,4,3,20,4,1,19,20,7,27,26,14,54,8,1,30,28,6,2,44,0,88,18,1,10,0,0,0,46,0,1,1,0,3,0,0,0,0,6,0,18
31129,3561.298167748545,3563.299857748545,135.0,8.0,0,3,0,43,1,0,1,0,1,0,2,11,22,55,0,0,0,56,45,6,52,45,13,3,2,3,3,26,5,1,32,11,6,50,1,0,12,4,1,0,29,0,39,6,0,1,0,0,0,31,0,0,0,0,1,0,0,1,1,0,0,20
31174,3696.411042400636,3698.412702400636,135.0,8.0,0,0,0,43,0,0,2,0,1,1,3,13,20,61,0,1,0,63,40,7,56,34,7,5,3,2,14,21,11,1,26,13,4,45,6,9,20,9,3,2,19,0,57,10,0,2,0,0,2,36,1,0,1,0,2,0,0,0,0,1,0,18
49252,4855.379222400637,4857.380892400636,135.0,8.0,8,1,1,15,0,1,0,0,1,5,6,7,3,12,1,5,4,34,8,5,30,11,0,2,8,4,2,7,15,14,8,7,11,38,2,25,6,11,0,17,0,1,93,14,1,0,0,1,15,24,0,9,25,0,46,0,0,4,0,25,0,0
49323,5068.557277748546,5070.558967748546,135.0,8.0,6,5,1,26,0,1,0,0,1,11,7,13,8,18,0,4,3,57,4,9,38,14,6,4,12,9,5,12,17,15,10,17,3,41,1,24,8,11,2,12,0,0,75,7,0,3,0,1,12,20,1,6,27,0,42,0,0,4,3,36,0,1
49344,5131.609962400637,5133.6116524006375,135.0,8.0,1,0,0,26,0,0,8,0,0,9,4,10,3,14,0,1,1,40,9,4,32,9,3,2,20,4,0,8,7,6,5,11,6,41,0,19,3,9,2,2,0,4,58,4,2,0,0,0,7,19,0,2,8,0,27,1,0,1,1,27,3,10
49347,5140.617467748545,5142.619137748547,135.0,8.0,2,1,0,32,0,0,0,0,0,3,3,9,1,17,0,2,0,47,16,3,34,21,7,2,19,4,2,12,8,5,8,17,2,46,2,11,5,14,3,6,0,2,60,8,0,9,0,0,6,18,0,2,10,0,49,0,0,1,3,56,5,8
49371,5212.677697748545,5214.679347748545,135.0,8.0,1,1,0,25,0,0,2,0,0,2,0,8,1,14,0,2,1,38,13,0,42,25,1,1,9,4,7,8,6,4,15,12,5,35,4,18,7,6,4,1,0,2,62,10,1,3,0,0,2,20,0,1,3,0,16,0,0,2,2,11,3,8
49390,5269.725342400636,5271.727022400636,135.0,8.0,3,1,0,27,0,1,1,0,0,5,1,8,0,20,1,3,4,57,6,3,33,8,6,2,10,6,4,8,9,3,2,6,2,34,0,17,6,7,8,1,0,1,53,9,1,2,0,0,6,14,0,0,0,0,17,0,0,1,2,27,4,11
3807,1612.6703024006365,1614.6719824006366,135.0,15.0,0,0,0,31,2,0,0,0,0,1,7,2,29,41,0,2,0,43,79,6,48,56,4,2,57,0,1,11,26,30,47,41,8,5,18,0,4,31,0,18,9,0,93,11,0,1,0,21,12,32,0,2,46,0,0,3,0,1,0,5,4,0
3894,1873.8885177485456,1875.8901877485453,135.0,15.0,0,0,1,45,0,0,1,0,0,1,0,1,25,42,0,0,2,34,46,2,48,38,0,2,7,1,8,17,12,6,44,21,0,21,12,0,0,9,1,2,28,0,52,6,0,0,0,0,0,29,0,0,0,0,1,0,0,0,0,0,0,0
3916,1939.9436977485452,1941.9453677485456,135.0,15.0,0,1,1,39,0,0,0,0,3,0,1,1,22,30,1,1,7,50,43,1,54,43,0,12,21,2,2,18,17,7,33,20,4,15,10,0,2,15,4,5,17,0,74,12,0,0,0,3,7,32,0,0,6,0,0,0,0,2,0,0,0,1
3994,2174.1393277485454,2176.1410277485456,135.0,15.0,0,0,1,31,0,1,0,0,0,0,2,0,28,59,1,0,0,33,58,0,57,27,0,9,5,1,5,16,17,0,36,14,1,11,14,0,2,5,1,1,21,0,78,11,0,0,0,1,2,26,0,0,5,0,0,0,0,0,0,0,0,8
31060,3354.125102400636,3356.1267624006364,135.0,15.0,0,1,0,33,0,0,0,0,0,4,0,8,4,26,0,0,0,50,12,4,32,17,3,5,18,1,5,11,13,7,16,16,9,34,3,27,7,7,9,13,3,2,59,3,0,3,0,2,5,16,1,2,5,0,20,0,0,3,0,12,4,5
31079,3411.172767748545,3413.174427748545,135.0,15.0,0,1,0,47,1,0,5,0,1,0,5,14,25,59,0,5,1,54,95,5,57,36,5,3,5,0,7,22,10,6,33,13,3,42,9,6,3,7,3,0,37,0,72,12,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,20
31088,3438.1953324006367,3440.196992400636,135.0,15.0,0,0,0,52,0,0,1,0,0,2,1,11,22,67,0,3,0,64,45,6,54,33,6,4,5,0,6,21,7,1,33,8,1,43,6,0,3,6,3,1,31,0,71,8,0,0,0,1,2,30,0,1,0,0,2,0,0,1,0,0,0,14
31153,3633.358367748545,3635.3600377485454,135.0,15.0,0,5,0,35,3,0,0,0,0,4,0,7,11,37,0,1,2,45,30,1,42,31,6,6,16,0,12,18,14,4,24,14,4,44,6,27,2,8,2,3,33,1,30,1,0,2,0,0,2,15,0,0,0,0,3,0,0,2,0,1,0,8
31176,3702.416062400636,3704.4177324006373,135.0,15.0,0,0,0,39,0,0,1,0,0,1,0,10,20,46,0,1,4,53,18,4,56,27,3,4,15,3,6,20,15,3,30,21,6,50,2,1,5,12,2,2,28,0,61,14,0,0,0,0,0,31,0,0,7,0,3,0,0,2,0,1,0,14
31177,3705.4185477485457,3707.420237748545,135.0,15.0,0,0,4,40,0,0,1,0,0,3,2,8,18,31,0,0,4,37,48,0,58,60,11,3,44,2,2,21,29,12,39,48,10,57,1,10,3,28,2,3,7,0,61,16,0,0,0,1,1,40,0,0,12,0,13,0,0,0,0,1,0,24
49234,4801.334062400636,4803.335742400636,135.0,15.0,4,0,1,26,1,1,2,0,2,5,3,8,8,16,1,1,2,33,6,3,32,13,1,3,45,8,5,9,19,7,7,14,8,30,3,30,5,9,1,16,1,6,55,7,8,1,0,2,13,14,1,4,25,0,81,1,0,1,5,54,4,3
49238,4813.344092400636,4815.345772400636,135.0,15.0,3,3,0,18,1,1,3,0,3,11,3,11,11,12,0,1,3,39,4,3,31,9,1,6,48,6,2,1,20,8,3,20,19,30,0,24,8,12,6,29,2,2,62,7,10,4,0,2,10,10,1,4,24,0,91,2,0,1,2,57,3,9
49270,4909.424352400636,4911.426032400636,135.0,15.0,7,2,0,16,0,2,0,0,1,9,1,12,8,13,0,1,0,36,3,2,30,10,3,6,20,8,6,10,20,11,12,12,10,49,0,14,4,13,3,25,0,1,58,4,5,3,0,0,13,18,2,8,31,0,99,2,0,4,3,54,3,6
49271,4912.4268577485445,4914.428547748546,135.0,15.0,0,0,1,24,0,0,5,0,0,6,2,3,1,12,0,2,11,49,4,2,28,16,2,4,37,4,3,5,19,9,4,13,7,49,0,19,3,13,12,13,1,10,45,11,6,2,0,0,16,13,0,2,10,0,70,1,0,3,2,48,3,9
49428,5383.820662400636,5385.822322400636,135.0,15.0,0,3,0,32,1,0,0,0,0,10,1,17,22,33,0,0,0,53,49,3,50,32,14,11,5,1,4,18,4,2,21,8,1,38,0,32,2,4,1,0,35,0,33,4,0,0,0,0,1,24,0,0,0,0,0,0,1,1,0,0,0,22
3867,1792.8207924006365,1794.8224624006366,180.0,1.0,0,0,1,19,12,0,5,0,0,1,57,21,5,0,0,0,0,52,42,1,45,86,0,15,37,34,1,1,50,11,24,87,39,1,37,0,2,41,34,22,14,4,21,0,1,2,16,54,40,2,4,23,48,0,4,2,0,0,6,22,13,0
3909,1918.9261424006365,1920.9278124006366,180.0,1.0,0,1,0,21,8,0,1,0,0,18,73,19,3,0,0,1,0,61,39,1,51,60,1,19,21,26,2,6,33,13,30,80,28,0,27,0,3,38,19,17,39,16,14,0,0,2,12,3,54,1,3,10,26,0,5,0,0,2,5,27,6,2
31016,3222.014742400637,3224.016412400636,180.0,1.0,0,2,0,17,3,0,0,0,0,17,77,30,3,0,0,3,0,93,52,6,44,59,4,15,10,22,7,14,38,4,30,58,33,18,5,0,8,38,64,5,43,2,41,0,4,1,2,5,2,0,0,2,4,0,1,0,0,0,1,9,4,27
31018,3228.019752400636,3230.021432400636,180.0,1.0,5,6,0,7,7,1,0,0,0,10,59,23,8,0,0,2,0,96,40,6,42,77,1,16,10,19,3,8,36,4,36,55,36,24,12,0,12,39,64,3,33,2,33,0,0,0,2,2,6,1,2,0,4,0,38,0,0,0,6,21,5,23
31036,3282.064902400636,3284.066572400636,180.0,1.0,2,7,0,2,2,3,0,0,0,10,45,15,3,0,1,0,3,85,22,9,32,40,7,10,14,3,5,9,17,4,23,33,20,21,4,5,3,13,11,7,23,0,25,0,4,4,2,1,5,3,1,0,7,0,30,0,0,1,1,10,8,14
31046,3312.0899724006367,3314.091652400636,180.0,1.0,6,4,0,7,6,2,0,1,0,19,33,10,1,0,0,1,0,60,17,3,20,63,3,10,20,4,2,8,23,9,15,40,27,30,4,12,2,21,12,12,2,2,23,0,2,2,1,5,13,4,1,2,17,0,58,1,3,3,2,28,9,5
31195,3759.4637277485454,3761.4654077485457,180.0,1.0,1,0,0,29,6,1,1,1,0,18,75,32,0,0,1,2,0,104,41,1,52,74,2,14,19,38,3,8,48,5,26,79,30,13,15,12,7,37,36,20,12,3,36,0,7,1,4,3,11,7,5,3,14,0,102,0,0,0,5,30,0,52
49203,4708.2563077485465,4710.257997748547,180.0,1.0,7,4,0,17,5,0,0,0,0,28,59,9,7,0,3,0,1,81,40,5,38,59,2,4,12,21,5,5,25,3,25,42,30,44,1,33,8,27,11,3,60,1,18,0,0,1,10,0,11,4,1,2,19,0,51,0,0,3,3,18,0,19
49206,4717.2638324006375,4719.265502400636,180.0,1.0,0,0,0,16,3,0,0,1,0,21,30,16,4,4,0,3,0,47,21,3,29,33,2,5,24,8,6,2,16,9,9,30,19,39,2,21,2,11,5,28,6,0,26,0,0,2,2,3,16,1,4,5,14,0,56,2,0,3,1,25,4,3
49207,4720.266357748546,4722.268027748545,180.0,1.0,0,0,1,13,2,3,0,1,0,21,32,11,5,6,0,2,0,59,17,7,26,33,5,6,23,10,6,0,19,12,9,31,22,47,2,17,1,11,10,21,4,0,27,0,1,3,3,5,12,2,2,8,23,0,73,0,0,4,6,50,7,4
49219,4756.296417748546,4758.298097748546,180.0,1.0,2,3,0,2,1,0,0,2,0,28,26,4,4,0,0,1,0,44,12,2,17,29,5,5,13,7,8,6,24,5,10,31,21,31,1,15,4,12,20,15,15,1,26,1,2,2,2,2,16,0,0,5,18,0,64,0,0,5,2,24,0,12
49253,4858.381717748545,4860.383387748546,180.0,1.0,3,1,0,11,0,0,0,0,1,25,26,6,6,2,1,3,0,57,10,3,21,53,2,7,14,12,4,1,20,13,21,55,22,14,1,15,4,18,11,18,0,5,40,0,3,4,0,6,24,1,4,5,29,1,87,2,0,2,4,34,4,2
49254,4861.384242400636,4863.385902400636,180.0,1.0,0,0,0,2,0,0,1,0,0,14,32,5,0,0,0,1,0,54,13,2,23,57,0,4,9,9,4,0,14,7,15,40,19,36,2,9,0,14,14,8,1,1,25,0,1,2,3,2,5,1,0,1,9,0,43,0,0,0,1,25,0,11
49379,5236.697747748545,5238.699407748545,180.0,1.0,0,0,0,0,5,1,0,0,0,21,24,5,5,2,0,2,0,65,17,3,20,41,6,6,21,18,3,2,21,10,14,45,24,45,4,12,0,11,11,22,2,0,34,0,4,2,3,6,10,1,1,5,33,0,84,2,0,2,7,44,5,13
49423,5368.808147748546,5370.8098077485465,180.0,1.0,2,1,3,11,5,1,6,0,0,27,49,6,8,0,1,2,0,84,30,3,43,93,0,6,20,27,0,5,31,27,18,68,36,35,2,23,10,36,19,17,7,0,24,0,1,2,6,3,22,4,1,10,29,0,59,0,4,0,10,42,7,38
3844,1723.7631277485455,1725.7647677485456,180.0,2.0,1,2,1,9,3,0,1,1,0,6,66,26,9,0,0,1,0,68,44,0,37,116,0,13,14,19,1,4,44,14,29,64,36,1,15,0,7,34,29,5,56,1,44,0,9,3,4,18,24,0,3,13,19,0,1,8,0,0,3,14,6,2
3886,1849.8684577485456,1851.8701377485452,180.0,2.0,2,2,0,21,2,2,1,0,0,11,70,28,7,1,0,4,0,79,61,0,50,79,0,10,9,26,4,9,41,10,37,49,33,7,13,0,12,31,21,6,44,4,36,0,9,2,6,13,29,1,4,10,13,0,2,4,0,0,0,14,6,0
3901,1894.9060724006365,1896.9077424006366,180.0,2.0,0,4,0,22,8,0,1,0,0,3,79,26,6,1,0,0,0,79,66,1,44,90,0,9,20,22,3,7,26,8,34,51,51,4,10,0,9,30,4,6,41,3,41,0,8,3,6,1,14,1,3,8,21,0,0,4,0,0,2,10,8,0
3921,1954.9562324006365,1956.9579124006366,180.0,2.0,1,0,0,23,4,0,0,0,0,9,78,23,7,1,0,1,0,87,54,0,50,75,0,9,4,19,6,7,27,1,30,55,32,6,3,0,8,27,33,4,46,2,42,0,11,3,3,5,21,2,3,5,6,0,0,1,0,1,4,15,3,2
3948,2036.0240077485453,2038.0256177485453,180.0,2.0,0,0,0,20,5,0,1,0,0,10,68,9,2,0,0,0,0,67,59,0,50,85,0,11,13,25,0,8,36,3,36,62,31,3,16,0,11,28,24,7,32,2,30,0,2,2,9,10,18,4,5,3,9,0,1,0,1,0,1,7,10,0
31045,3309.087497748545,3311.089137748545,180.0,2.0,9,7,0,11,3,0,0,0,0,19,39,14,4,4,1,1,0,64,24,3,28,48,3,9,20,9,8,6,21,4,20,29,23,24,2,14,6,17,11,14,11,1,33,0,4,2,1,4,4,6,4,4,14,0,50,0,1,3,3,27,5,5
31105,3489.2379977485457,3491.2396377485456,180.0,2.0,0,9,0,7,1,0,0,0,0,16,46,21,2,0,0,1,0,54,40,3,38,83,0,10,11,7,16,9,23,4,27,43,33,46,0,0,8,21,7,0,26,0,13,0,4,2,0,1,4,6,2,0,10,0,22,0,1,0,3,23,4,4
31109,3501.248037748545,3503.249687748545,180.0,2.0,0,7,0,19,3,1,0,0,0,10,60,22,10,1,3,2,0,80,65,6,52,88,2,23,24,27,2,2,31,1,38,59,43,6,5,28,10,32,16,14,27,2,46,0,5,15,0,12,16,7,8,5,38,0,72,2,4,0,16,31,7,7
31124,3546.2856224006364,3548.287302400636,180.0,2.0,0,2,0,23,1,0,1,0,0,8,62,28,13,0,1,1,9,62,55,5,38,83,4,14,9,22,1,9,29,5,35,40,40,29,7,1,13,28,19,5,33,1,49,0,1,1,2,2,6,4,3,0,5,0,29,1,0,1,4,4,2,33
31146,3612.3408024006358,3614.342472400636,180.0,2.0,0,8,0,10,3,0,1,1,0,25,55,3,4,3,0,1,5,72,35,1,39,57,3,14,7,3,8,14,21,0,24,30,23,62,3,26,11,14,2,1,31,2,17,0,4,0,0,1,3,3,1,0,2,0,13,0,0,1,0,4,0,10
31151,3627.3533777485454,3629.3550177485454,180.0,2.0,8,1,0,15,0,0,1,0,0,21,52,2,2,2,0,0,0,65,41,1,40,60,5,12,8,11,11,14,18,1,22,30,28,53,4,31,8,14,0,6,24,2,14,0,4,3,0,1,3,2,2,1,5,0,38,0,2,0,0,20,2,4
31178,3708.4210624006373,3710.422732400636,180.0,2.0,1,10,5,0,3,0,0,1,0,27,54,13,6,1,3,1,0,77,24,1,39,81,2,4,4,9,23,11,18,3,26,37,27,50,3,8,11,16,4,0,37,0,12,0,3,0,0,0,1,0,0,0,0,0,8,0,0,0,0,2,1,17
49212,4735.2788824006375,4737.280562400636,180.0,2.0,0,3,0,9,1,0,1,1,0,15,33,5,2,0,1,1,0,48,23,3,25,36,1,9,2,7,2,0,14,5,10,26,10,40,2,18,2,12,6,6,1,1,25,0,2,3,0,2,7,2,2,0,6,0,30,0,0,0,1,10,1,7
49225,4774.3115077485445,4776.313177748545,180.0,2.0,0,0,0,6,2,0,2,2,1,17,27,4,5,0,0,2,0,53,31,3,23,59,5,2,19,14,2,3,21,14,17,40,26,40,2,7,4,19,14,19,1,2,36,0,4,6,1,3,16,2,1,10,22,0,94,2,1,0,8,54,2,6
49357,5170.642567748546,5172.644257748546,180.0,2.0,1,2,1,8,1,0,2,1,8,29,18,5,5,3,2,2,0,65,15,0,20,51,4,10,17,17,6,3,21,17,16,49,26,35,6,16,2,15,4,20,0,2,44,1,6,4,6,3,15,4,2,9,35,0,89,2,1,0,11,56,3,7
3798,1585.6477477485455,1587.6493977485454,180.0,4.0,26,2,1,27,18,2,2,5,0,0,50,28,12,0,5,2,0,116,88,10,33,126,0,9,80,29,0,3,41,19,32,64,56,2,9,1,21,39,9,33,8,0,63,0,0,3,5,10,44,7,10,32,88,0,7,15,0,4,6,33,26,1
3847,1732.7706224006365,1734.7722924006366,180.0,4.0,0,0,2,24,4,0,1,2,0,2,60,23,16,0,0,4,0,72,82,1,47,104,0,6,16,12,4,1,33,3,34,45,38,2,19,14,11,23,17,3,32,4,54,0,3,4,0,8,18,5,5,1,13,0,0,9,0,0,1,8,9,0
31100,3474.225432400636,3476.227112400636,180.0,4.0,0,5,1,17,5,0,8,0,0,3,50,43,5,0,1,2,0,96,91,2,46,128,4,9,42,18,15,3,33,2,42,40,55,2,5,12,9,32,30,3,24,0,73,0,7,1,0,7,16,8,3,0,25,0,28,0,0,0,0,15,6,17
31101,3477.2279377485456,3479.229637748545,180.0,4.0,0,4,0,23,2,1,2,0,0,3,46,25,13,0,0,2,0,99,71,6,49,88,4,15,9,13,2,8,17,3,33,34,34,29,0,0,9,16,21,1,46,0,53,2,1,2,0,0,1,6,2,0,5,0,12,0,1,0,2,10,4,36
31183,3723.4336277485454,3725.4352977485455,180.0,4.0,0,4,1,5,1,1,0,0,0,25,51,8,4,0,2,0,0,72,59,2,39,83,4,6,18,9,7,6,23,3,29,23,27,60,0,17,8,20,15,4,46,1,38,1,6,7,0,0,6,4,1,1,3,0,28,0,1,1,1,32,1,5
31186,3732.441142400636,3734.442802400636,180.0,4.0,0,9,2,1,1,2,0,0,0,25,42,13,1,0,2,0,0,62,50,1,37,73,2,3,8,4,11,9,15,2,25,18,19,55,4,8,7,11,2,1,33,0,17,0,0,6,0,0,2,1,0,0,2,0,14,0,0,0,1,16,1,6
49218,4753.293942400636,4755.295612400636,180.0,4.0,0,0,0,1,2,0,1,0,0,24,37,3,10,0,0,1,0,54,48,1,30,70,0,12,18,10,8,7,24,3,18,25,26,42,0,29,8,18,15,9,16,1,31,0,10,4,0,0,6,4,2,7,4,0,87,1,1,0,4,43,1,11
49221,4762.301457748546,4764.303127748545,180.0,4.0,0,0,0,7,1,0,0,1,0,17,21,2,6,1,0,0,0,45,32,2,24,57,4,6,32,13,3,4,23,8,17,37,27,34,0,10,2,20,7,14,4,0,31,1,2,4,0,1,11,3,8,6,15,0,94,2,0,0,6,65,6,6
49240,4819.349112400636,4821.350792400636,180.0,4.0,1,0,0,11,0,0,2,0,2,23,22,4,5,7,1,1,2,45,18,3,28,59,3,6,16,13,4,1,22,7,17,38,25,40,1,7,5,19,5,14,1,1,50,0,1,5,1,1,24,3,4,3,25,0,44,1,0,1,5,35,0,2
49268,4903.419342400636,4905.421002400636,180.0,4.0,9,3,2,4,7,6,1,0,0,12,16,15,10,7,2,4,1,41,17,9,31,62,2,11,20,22,2,3,23,10,18,38,31,44,5,10,9,19,10,23,0,0,64,1,2,3,0,3,18,2,6,7,47,0,64,0,0,12,3,21,1,2
49303,5008.5071377485465,5010.508797748546,180.0,4.0,4,0,3,13,2,1,0,1,0,11,14,2,5,2,0,3,1,48,19,6,24,68,3,6,14,27,3,1,22,9,18,42,31,20,1,8,8,20,11,13,0,0,85,3,8,6,1,6,31,3,3,3,16,0,74,0,0,1,6,25,0,2
49305,5014.512167748546,5016.5137977485465,180.0,4.0,4,2,0,3,5,0,0,0,0,7,6,3,10,3,0,1,0,28,14,1,21,64,3,12,6,13,4,1,13,7,14,37,25,43,7,10,4,10,7,5,0,2,57,3,3,2,0,2,21,4,1,2,16,0,60,0,1,0,1,20,3,1
49315,5044.537247748545,5046.538917748546,180.0,4.0,0,0,0,4,0,0,0,3,0,13,35,2,3,3,4,0,0,60,34,4,29,76,2,6,23,16,1,3,20,8,18,39,28,46,1,6,18,18,10,8,1,2,51,1,3,4,1,2,16,6,3,4,9,1,56,0,1,0,8,52,1,8
49319,5056.547277748547,5058.548927748546,180.0,4.0,0,3,0,9,1,0,0,0,0,18,33,7,2,3,0,0,0,65,31,5,21,44,5,5,17,18,5,0,24,13,15,41,23,32,0,8,3,15,12,14,0,2,67,0,4,3,0,4,22,2,1,11,19,0,54,0,0,1,0,26,2,18
49398,5293.745412400636,5295.747082400636,180.0,4.0,10,0,0,1,1,1,0,6,2,6,17,7,15,1,1,1,0,54,13,15,28,75,3,4,20,22,0,0,21,8,27,63,36,7,7,1,11,19,17,25,0,0,81,1,3,13,1,8,31,5,5,10,43,0,97,1,0,8,14,41,5,9
3887,1852.8709624006367,1854.8726324006366,180.0,8.0,2,0,4,18,5,1,1,0,0,6,38,20,11,2,0,2,0,78,122,2,42,107,3,2,80,20,1,1,37,6,48,43,48,2,4,0,14,31,12,13,6,0,80,9,0,6,0,13,19,1,3,2,25,0,1,4,0,0,5,42,12,0
3914,1933.9386877485456,1935.9403677485452,180.0,8.0,13,1,0,19,3,0,2,0,0,9,68,32,3,0,0,2,0,78,116,4,46,101,1,7,21,7,2,5,22,5,40,33,44,4,2,0,11,19,4,2,33,0,59,2,0,3,0,2,10,0,0,0,8,0,0,0,0,0,2,15,6,0
31057,3345.117597748545,3347.1192677485456,180.0,8.0,1,0,0,7,0,0,0,0,1,15,21,14,4,1,0,0,0,52,39,3,25,48,2,3,28,4,3,3,17,10,15,23,24,18,1,13,1,11,8,9,0,5,50,0,0,2,0,1,8,2,3,1,14,0,41,0,0,0,1,30,3,5
31134,3576.310712400636,3578.3123724006364,180.0,8.0,0,1,2,21,0,0,1,0,1,18,54,18,12,7,0,3,5,80,108,3,35,114,14,16,28,4,2,18,14,0,41,33,49,43,6,19,9,23,3,1,28,0,71,7,0,6,0,0,2,0,0,0,4,0,7,0,0,0,0,0,0,13
31163,3663.3834677485456,3665.3851277485455,180.0,8.0,0,0,0,34,7,0,6,0,0,9,51,33,18,1,0,2,0,98,138,9,50,121,8,3,24,13,1,6,23,2,45,30,61,35,4,15,8,27,7,5,35,0,96,13,0,9,0,0,1,4,0,0,5,0,1,0,0,1,1,29,6,16
31175,3699.4135977485457,3701.4152277485455,180.0,8.0,3,1,3,17,0,0,2,0,0,18,62,45,9,0,0,2,0,97,115,6,53,117,10,4,34,12,4,5,28,4,43,33,51,54,2,9,16,27,8,5,12,0,94,13,0,4,0,0,5,1,1,0,4,0,8,0,0,1,1,17,3,6
31190,3744.451162400636,3746.4528524006373,180.0,8.0,9,0,0,31,1,0,2,0,0,14,61,47,12,1,0,2,0,107,123,4,61,115,1,13,15,15,1,2,28,2,43,39,33,33,4,9,15,25,11,6,28,0,100,18,0,4,0,1,0,1,0,0,2,0,13,0,0,0,0,21,1,5
49217,4750.291437748546,4752.293087748545,180.0,8.0,0,5,0,1,0,0,0,1,0,16,28,8,8,0,0,2,0,45,59,1,32,50,5,5,26,5,2,11,19,9,17,24,22,35,1,10,1,14,13,17,21,1,34,1,0,3,0,0,10,2,1,2,11,0,45,2,0,1,3,35,6,20
49272,4915.429382400636,4917.431052400636,180.0,8.0,4,3,2,9,2,5,2,1,1,21,15,10,13,0,1,9,1,58,23,17,20,80,10,9,29,13,2,1,21,19,27,34,30,41,5,13,2,18,1,30,0,1,91,7,0,7,0,1,21,1,1,6,55,0,55,0,0,3,5,27,3,2
49289,4966.472057748546,4968.473687748547,180.0,8.0,1,0,0,10,0,0,0,0,0,14,21,9,1,3,0,3,0,43,36,2,22,62,0,2,23,4,4,0,12,7,6,20,26,35,4,7,0,13,4,6,0,3,41,2,0,1,0,0,14,2,0,2,17,0,61,1,0,0,8,53,2,5
49314,5041.534712400636,5043.536402400636,180.0,8.0,0,2,0,1,0,0,0,0,0,15,20,3,2,0,0,1,0,34,52,3,39,57,3,9,12,4,8,8,10,4,15,22,22,32,0,2,1,9,7,6,1,2,44,2,1,5,0,2,9,3,2,1,4,0,23,0,0,0,2,21,1,13
49316,5047.539742400636,5049.541402400636,180.0,8.0,0,0,1,10,0,0,0,0,0,11,15,10,9,6,1,0,0,33,29,1,27,59,1,4,11,2,4,3,12,7,14,17,22,29,0,7,4,8,2,6,1,6,47,7,2,2,0,0,7,2,1,2,7,0,26,1,1,0,0,16,2,6
49366,5197.665162400636,5199.6668124006355,180.0,8.0,0,0,1,11,0,0,1,0,0,12,25,5,2,7,0,2,0,56,49,3,25,37,6,6,29,8,2,3,13,9,13,24,24,36,0,6,0,13,9,16,7,4,54,7,2,4,0,2,15,2,1,9,15,1,69,1,1,1,2,40,3,9
49387,5260.717817748546,5262.719487748545,180.0,8.0,9,1,0,5,0,0,3,4,4,11,10,5,12,4,2,2,1,36,24,5,22,70,3,6,28,17,2,0,18,13,27,44,28,23,0,6,5,18,1,20,0,1,85,7,3,3,0,7,18,7,2,5,40,0,48,3,0,8,3,27,2,1
49395,5284.737887748545,5286.739577748545,180.0,8.0,2,1,2,11,2,1,2,4,0,12,24,5,3,5,0,3,0,51,30,8,18,54,4,10,31,13,2,0,20,10,18,38,27,21,0,9,1,14,5,13,0,4,72,2,3,5,2,3,16,3,1,1,22,0,77,2,0,0,5,34,6,4
3889,1858.8759824006365,1860.8776424006367,180.0,15.0,0,2,4,20,1,0,1,0,0,2,48,28,22,1,0,2,0,73,116,1,49,110,1,3,42,0,1,2,27,16,56,49,34,11,24,0,4,27,0,2,4,0,70,0,0,0,0,0,4,0,0,2,22,0,1,0,0,0,0,2,0,0
3903,1900.9110824006366,1902.9127624006367,180.0,15.0,0,0,1,23,2,0,1,0,0,10,47,24,14,1,0,0,0,70,124,1,46,89,1,2,16,1,8,8,10,5,54,33,30,8,13,1,1,18,1,0,38,0,63,5,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1
3954,2054.0390277485453,2056.0406877485457,180.0,15.0,0,0,5,5,0,0,1,0,0,6,53,29,8,0,0,0,0,42,141,0,47,101,0,4,7,0,5,10,9,1,47,40,29,5,19,0,2,12,3,0,13,0,81,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3962,2078.0590977485454,2080.0607777485457,180.0,15.0,0,0,1,22,0,0,1,0,0,12,47,29,13,1,0,1,0,46,128,2,45,81,0,4,10,0,5,10,14,0,45,31,22,13,15,0,3,11,1,5,22,0,70,6,0,1,0,2,0,1,1,0,4,0,1,0,0,0,0,0,0,0
3967,2093.071632400636,2095.0733024006367,180.0,15.0,0,0,5,31,0,0,2,0,1,3,25,22,21,12,0,0,0,45,112,3,41,100,1,13,22,3,2,7,26,3,54,42,34,13,25,0,2,20,1,3,21,0,90,8,0,0,0,2,1,4,0,1,6,0,0,0,0,0,0,2,0,0
